800.43;1.0864
800.68;1.0871
800.93;1.0853
801.17;1.0882
801.42;1.0918
801.67;1.0856
801.92;1.0852
802.17;1.0997
802.41;1.1094
802.66;1.101
802.91;1.0858
803.16;1.0775
803.41;1.0799
803.66;1.0867
803.91;1.0903
804.16;1.0952
804.41;1.0998
804.65;1.0998
804.9;1.0974
805.15;1.1044
805.4;1.1227
805.66;1.1266
805.91;1.1068
806.16;1.0966
806.41;1.1068
806.66;1.122
806.91;1.1294
807.16;1.1202
807.41;1.1029
807.66;1.0932
807.91;1.0947
808.17;1.1051
808.42;1.1185
808.67;1.122
808.92;1.1218
809.18;1.1202
809.43;1.1105
809.68;1.1001
809.93;1.099
810.19;1.1036
810.44;1.1111
810.69;1.126
810.95;1.1381
811.2;1.1294
811.45;1.1106
811.71;1.1016
811.96;1.1018
812.22;1.1043
812.47;1.1064
812.73;1.1069
812.98;1.1075
813.24;1.1017
813.49;1.102
813.75;1.119
814;1.1264
814.26;1.1178
814.51;1.1166
814.77;1.1206
815.03;1.1171
815.28;1.1114
815.54;1.1074
815.8;1.1026
816.05;1.1019
816.31;1.1088
816.57;1.1073
816.82;1.0937
817.08;1.088
817.34;1.0963
817.6;1.108
817.85;1.1108
818.11;1.1132
818.37;1.1209
818.63;1.121
818.89;1.1187
819.15;1.1213
819.41;1.1289
819.66;1.1379
819.92;1.1408
820.18;1.1306
820.44;1.116
820.7;1.1093
820.96;1.118
821.22;1.1315
821.48;1.1302
821.74;1.1176
822;1.1132
822.26;1.1149
822.52;1.1092
822.79;1.1044
823.05;1.1071
823.31;1.1071
823.57;1.1055
823.83;1.1096
824.09;1.1162
824.36;1.1187
824.62;1.1169
824.88;1.113
825.14;1.1082
825.41;1.1064
825.67;1.1126
825.93;1.1225
826.19;1.1258
826.46;1.1175
826.72;1.1146
826.98;1.1259
827.25;1.1383
827.51;1.1347
827.78;1.1269
828.04;1.1268
828.31;1.1292
828.57;1.1343
828.84;1.1413
829.1;1.1428
829.37;1.1372
829.63;1.1283
829.9;1.1244
830.16;1.1304
830.43;1.1419
830.69;1.1489
830.96;1.1477
831.23;1.1444
831.49;1.1435
831.76;1.1414
832.03;1.1358
832.29;1.134
832.56;1.138
832.83;1.1443
833.1;1.1507
833.36;1.144
833.63;1.1245
833.9;1.1166
834.17;1.1242
834.44;1.1309
834.71;1.1303
834.98;1.1277
835.24;1.1263
835.51;1.1253
835.78;1.1245
836.05;1.1286
836.32;1.14
836.59;1.1474
836.86;1.1437
837.13;1.1367
837.4;1.1291
837.67;1.1225
837.94;1.122
838.21;1.1299
838.49;1.1424
838.76;1.1536
839.03;1.1607
839.3;1.1567
839.57;1.1413
839.84;1.1297
840.12;1.1292
840.39;1.1315
840.66;1.1251
840.93;1.1117
841.21;1.1049
841.48;1.1102
841.75;1.1186
842.03;1.1211
842.3;1.1214
842.57;1.1274
842.85;1.1378
843.12;1.1462
843.4;1.1501
843.67;1.1483
843.94;1.1409
844.22;1.1336
844.49;1.13
844.77;1.1305
845.04;1.1345
845.32;1.1354
845.6;1.1321
845.87;1.1264
846.15;1.1204
846.42;1.1215
846.7;1.1292
846.98;1.1398
847.25;1.1524
847.53;1.1596
847.81;1.1536
848.09;1.1443
848.36;1.1463
848.64;1.1547
848.92;1.1549
849.2;1.1446
849.48;1.1331
849.75;1.1307
850.03;1.1355
850.31;1.1402
850.59;1.1464
850.87;1.1519
851.15;1.1491
851.43;1.1421
851.71;1.1419
851.99;1.1465
852.27;1.1434
852.55;1.1373
852.83;1.1379
853.11;1.1397
853.39;1.1378
853.67;1.1338
853.95;1.1307
854.23;1.1315
854.51;1.1382
854.8;1.1479
855.08;1.1525
855.36;1.1497
855.64;1.1479
855.93;1.1553
856.21;1.1631
856.49;1.1578
856.77;1.1508
857.06;1.1533
857.34;1.1551
857.62;1.1526
857.91;1.1531
858.19;1.1541
858.48;1.1494
858.76;1.1442
859.05;1.145
859.33;1.1482
859.61;1.1465
859.9;1.142
860.19;1.1378
860.47;1.1354
860.76;1.1368
861.04;1.1427
861.33;1.1518
861.61;1.1627
861.9;1.1682
862.19;1.1637
862.47;1.1556
862.76;1.1524
863.05;1.1555
863.34;1.1554
863.62;1.1496
863.91;1.1467
864.2;1.1484
864.49;1.1519
864.78;1.155
865.06;1.1535
865.35;1.1479
865.64;1.1446
865.93;1.1471
866.22;1.1507
866.51;1.1527
866.8;1.1555
867.09;1.1581
867.38;1.1574
867.67;1.1533
867.96;1.1448
868.25;1.1341
868.54;1.1298
868.83;1.1388
869.12;1.1531
869.42;1.1567
869.71;1.1472
870;1.1378
870.29;1.136
870.58;1.1374
870.88;1.1401
871.17;1.149
871.46;1.1587
871.75;1.1603
872.05;1.1539
872.34;1.1448
872.63;1.1415
872.93;1.1465
873.22;1.1509
873.52;1.1492
873.81;1.1455
874.11;1.143
874.4;1.1431
874.7;1.1457
874.99;1.147
875.29;1.1471
875.58;1.15
875.88;1.1527
876.17;1.1535
876.47;1.157
876.77;1.1597
877.06;1.1589
877.36;1.1591
877.66;1.1611
877.95;1.1606
878.25;1.1579
878.55;1.1592
878.85;1.1632
879.14;1.1613
879.44;1.1561
879.74;1.1547
880.04;1.1542
880.34;1.1517
880.64;1.1479
880.94;1.1451
881.24;1.149
881.54;1.1603
881.84;1.1676
882.14;1.1646
882.44;1.1594
882.74;1.1588
883.04;1.1607
883.34;1.161
883.64;1.1592
883.94;1.1566
884.24;1.1558
884.54;1.1587
884.85;1.1626
885.15;1.1656
885.45;1.1721
885.75;1.1771
886.06;1.1707
886.36;1.1597
