800.43;0.17638
800.68;0.17171
800.93;0.16717
801.17;0.16649
801.42;0.16874
801.67;0.16789
801.92;0.16518
802.17;0.16573
802.41;0.16952
802.66;0.1726
802.91;0.17105
803.16;0.16644
803.41;0.16619
803.66;0.17278
803.91;0.17956
804.16;0.17937
804.41;0.17283
804.65;0.16726
804.9;0.16699
805.15;0.16954
805.4;0.17211
805.66;0.17382
805.91;0.17467
806.16;0.17459
806.41;0.17316
806.66;0.17222
806.91;0.17388
807.16;0.1756
807.41;0.1751
807.66;0.17455
807.91;0.17474
808.17;0.17505
808.42;0.17525
808.67;0.17539
808.92;0.17706
809.18;0.17934
809.43;0.17867
809.68;0.1744
809.93;0.17153
810.19;0.17482
810.44;0.18101
810.69;0.18432
810.95;0.18254
811.2;0.17739
811.45;0.17358
811.71;0.17205
811.96;0.17238
812.22;0.17523
812.47;0.17608
812.73;0.17349
812.98;0.17154
813.24;0.17059
813.49;0.16983
813.75;0.16893
814;0.16737
814.26;0.1668
814.51;0.16691
814.77;0.16618
815.03;0.16695
815.28;0.16948
815.54;0.17068
815.8;0.1718
816.05;0.17527
816.31;0.17789
816.57;0.17657
816.82;0.1735
817.08;0.1719
817.34;0.17308
817.6;0.17506
817.85;0.17504
818.11;0.17618
818.37;0.18006
818.63;0.18175
818.89;0.17917
819.15;0.17573
819.41;0.17588
819.66;0.17891
819.92;0.1807
820.18;0.18053
820.44;0.17999
820.7;0.18019
820.96;0.18203
821.22;0.18399
821.48;0.18175
821.74;0.17512
822;0.16797
822.26;0.16316
822.52;0.16425
822.79;0.16985
823.05;0.17235
823.31;0.17128
823.57;0.17193
823.83;0.17332
824.09;0.17477
824.36;0.17859
824.62;0.18075
824.88;0.17903
825.14;0.17597
825.41;0.17171
825.67;0.16836
825.93;0.16796
826.19;0.16985
826.46;0.17316
826.72;0.17402
826.98;0.17117
827.25;0.16995
827.51;0.17283
827.78;0.17608
828.04;0.17685
828.31;0.17675
828.57;0.17788
828.84;0.17917
829.1;0.17974
829.37;0.1803
829.63;0.18066
829.9;0.17962
830.16;0.17538
830.43;0.16968
830.69;0.16898
830.96;0.17435
831.23;0.17895
831.49;0.18071
831.76;0.18239
832.03;0.18089
832.29;0.17547
832.56;0.17298
832.83;0.17634
833.1;0.18068
833.36;0.1798
833.63;0.17514
833.9;0.17417
834.17;0.17857
834.44;0.18285
834.71;0.18334
834.98;0.18167
835.24;0.17852
835.51;0.17451
835.78;0.17271
836.05;0.173
836.32;0.17353
836.59;0.17332
836.86;0.17158
837.13;0.16956
837.4;0.16809
837.67;0.16742
837.94;0.16915
838.21;0.17202
838.49;0.17257
838.76;0.17181
839.03;0.17225
839.3;0.17175
839.57;0.17026
839.84;0.17179
840.12;0.17413
840.39;0.17265
840.66;0.16934
840.93;0.16686
841.21;0.1654
841.48;0.16532
841.75;0.16547
842.03;0.16604
842.3;0.16907
842.57;0.17186
842.85;0.1695
843.12;0.16445
843.4;0.16436
843.67;0.16833
843.94;0.16884
844.22;0.16605
844.49;0.16437
844.77;0.16364
845.04;0.16263
845.32;0.16253
845.6;0.16347
845.87;0.16406
846.15;0.16489
846.42;0.16698
846.7;0.16838
846.98;0.16723
847.25;0.16489
847.53;0.16315
847.81;0.16202
848.09;0.16148
848.36;0.16155
848.64;0.16175
848.92;0.16259
849.2;0.16343
849.48;0.16211
849.75;0.15994
850.03;0.15958
850.31;0.16089
850.59;0.16272
850.87;0.16224
851.15;0.15872
851.43;0.15705
851.71;0.15916
851.99;0.16117
852.27;0.16127
852.55;0.16154
852.83;0.16276
853.11;0.1629
853.39;0.16099
853.67;0.15826
853.95;0.15603
854.23;0.15497
854.51;0.15561
854.8;0.15787
855.08;0.15972
855.36;0.15876
855.64;0.1567
855.93;0.15737
856.21;0.16069
856.49;0.16327
856.77;0.16196
857.06;0.15721
857.34;0.15422
857.62;0.15635
857.91;0.1593
858.19;0.15851
858.48;0.15615
858.76;0.15464
859.05;0.15385
859.33;0.15422
859.61;0.1546
859.9;0.15373
860.19;0.15346
860.47;0.15499
860.76;0.15682
861.04;0.15836
861.33;0.16022
861.61;0.16156
861.9;0.16146
862.19;0.16041
862.47;0.15952
862.76;0.15981
863.05;0.16164
863.34;0.16339
863.62;0.16249
863.91;0.15992
864.2;0.15934
864.49;0.16075
864.78;0.1604
865.06;0.15868
865.35;0.15939
865.64;0.16125
865.93;0.1617
866.22;0.1619
866.51;0.16137
866.8;0.15871
867.09;0.15617
867.38;0.15575
867.67;0.15669
867.96;0.1586
868.25;0.16066
868.54;0.16075
868.83;0.15951
869.12;0.15974
869.42;0.16099
869.71;0.16078
870;0.1592
870.29;0.15798
870.58;0.15733
870.88;0.15679
871.17;0.15692
871.46;0.15774
871.75;0.1583
872.05;0.15885
872.34;0.15994
872.63;0.16155
872.93;0.16318
873.22;0.1644
873.52;0.16512
873.81;0.16395
874.11;0.16055
874.4;0.15783
874.7;0.15769
874.99;0.15916
875.29;0.16053
875.58;0.16107
875.88;0.16139
876.17;0.16129
876.47;0.1602
876.77;0.1596
877.06;0.15995
877.36;0.16029
877.66;0.16129
877.95;0.16246
878.25;0.16225
878.55;0.16198
878.85;0.16305
879.14;0.16279
879.44;0.15953
879.74;0.15719
880.04;0.15882
880.34;0.16292
880.64;0.16667
880.94;0.16735
881.24;0.16532
881.54;0.16391
881.84;0.16381
882.14;0.16333
882.44;0.1635
882.74;0.16557
883.04;0.16672
883.34;0.16494
883.64;0.16293
883.94;0.16273
884.24;0.16322
884.54;0.16346
884.85;0.16337
885.15;0.16371
885.45;0.1652
885.75;0.16651
886.06;0.16599
886.36;0.16464
886.66;0.16388
886.96;0.16396
887.27;0.1656
887.57;0.16785
887.88;0.16795
888.18;0.16634
888.48;0.16536
888.79;0.16529
889.09;0.16574
889.4;0.16549
889.7;0.16429
890.01;0.16459
890.32;0.16526
890.62;0.16436
890.93;0.16467
891.23;0.16644
891.54;0.16737
891.85;0.16791
892.15;0.16895
